,Radius,BStrength,ApexHeight,OrientationCme,iHelicity,realization,FactorB0,PoyntingFluxPerBSi,LperpTimesSqrtBSi
76,0.26750000000000007,0.31201395204000776,0.35111705491525425,0.13250000000000012,0.0,0.8181818181818182,0.35259259259259257,0.005643000000000029,0.9371937037037037
77,0.15249999999999997,0.3722073250650102,0.16364353762711864,0.7775,0.0,0.8181818181818182,0.35259259259259257,0.005643000000000029,0.9371937037037037
79,0.3125,0.4683796821877825,0.2265598522033898,0.9924999999999998,1.0,0.8181818181818182,0.35259259259259257,0.005643000000000029,0.9371937037037037
80,0.14750000000000008,0.38535324005326305,0.2438098522033898,0.3975000000000001,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
81,0.34750000000000003,0.2847962490443092,0.22360858033898298,0.08250000000000013,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
82,0.8025000000000001,0.3376356790459127,0.5714412081355932,0.32749999999999996,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
83,0.012500000000000067,0.4687683730830992,0.10435116474576271,0.9125,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
84,0.8675,0.33670884092424885,0.7132907837288136,0.7325000000000002,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
87,0.36250000000000004,0.11881705812226802,0.32577065627118634,0.22749999999999992,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
88,0.9025,0.2983644139088161,0.8915884528813559,0.26749999999999985,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
89,0.9525,0.14629288919563949,0.629181673220339,0.7075000000000001,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
90,0.7325,0.20429525326677775,0.4557070969491525,0.8274999999999999,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
91,0.6725,0.20514816890803755,0.5728310386440677,0.28250000000000014,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
92,0.24250000000000005,0.36559882993235215,0.23435328406779657,0.6475000000000001,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
93,0.9874999999999999,0.10637997160233037,0.903641419661017,0.9275,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
95,0.5625000000000001,0.2962843770987435,0.393535487457627,0.8924999999999998,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
96,0.9475000000000001,0.23854890557426264,0.8030534955932201,0.14249999999999988,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
97,0.1975,0.1056527453249581,0.22411387661016946,0.04750000000000006,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
98,0.3075,0.35115388144089127,0.3894867579661017,0.7725000000000001,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
99,0.3175,0.2000746247533795,0.19126324203389827,0.4325000000000001,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
100,0.5725000000000001,0.3902798973779795,0.35675900474576266,0.21749999999999986,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
101,0.8925,0.13304388067401474,0.6138765884745763,0.5424999999999999,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
102,0.03249999999999997,0.5605833959615818,0.09365201220338978,0.3625,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
103,0.1775,0.6027942221664494,0.29061175864406774,0.4725000000000001,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
104,0.08750000000000002,0.5363511086013335,0.08555349559322034,0.007500000000000126,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
105,0.6425,0.1346694397386113,0.5382992583050847,0.8424999999999999,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
107,0.4774999999999999,0.4199854186564788,0.5017304027118644,0.19750000000000006,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
108,0.11250000000000004,0.7125229874720264,0.1296848515254237,0.6625,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
109,0.7374999999999999,0.05464311149687323,0.7324867579661016,0.4924999999999999,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
110,0.6575000000000001,0.28385508357792044,0.39883421559322024,0.46749999999999986,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
111,0.23750000000000004,0.18163607201202833,0.15845603796610166,0.9475,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
112,0.4674999999999999,0.1062578837694072,0.5331234115254238,0.8725,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
113,0.5375,0.13264049874859696,0.5046636650847457,0.5125,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
114,0.9774999999999999,0.18168148667145384,0.7052039199999999,0.20750000000000013,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
115,0.8375,0.02810112382267027,0.6457494698305084,0.6225,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
116,0.4075000000000001,0.35531758796422175,0.4075905722033898,0.34249999999999986,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
117,0.21750000000000003,0.6563115026829058,0.2604835810169491,0.8025,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
118,0.2925,0.5952478626222064,0.28526853830508475,0.1625,1.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
119,0.5075,0.12334330293713704,0.36652383457627113,0.3674999999999999,0.0,0.2727272727272727,0.35259259259259257,0.005643000000000029,0.9371937037037037
120,0.8325000000000001,0.09788699505248458,0.6240556149152541,0.14750000000000008,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
121,0.1925,0.2918085938970573,0.19831408949152537,0.4424999999999999,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
122,0.8075,0.19671654663887322,0.7626128176271184,0.6875,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
123,0.5525000000000001,0.05847779462582236,0.564358580338983,0.7674999999999998,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
124,0.15749999999999997,0.32973678288331626,0.26916578440677963,0.07250000000000006,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
125,0.0675,0.8568002289010195,0.08204396203389827,0.2125,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
126,0.45750000000000013,0.39466840143429144,0.39977701288135586,0.7424999999999998,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
127,0.8975000000000001,0.21680911072534895,0.636161547118644,0.9625,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
128,0.7225,0.2629420032208813,0.6244549789830507,0.17250000000000007,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
129,0.2825,0.6116050976373232,0.3476371823728813,0.49750000000000005,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
130,0.8424999999999999,0.16361620293876375,0.7390842155932204,0.9325000000000001,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
131,0.21250000000000002,0.7037668653573993,0.2670418427118644,0.0375,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
132,0.16749999999999998,0.5375940829667432,0.16521980881355927,0.3174999999999999,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
133,0.9925,0.09636695891633376,0.6161001057627118,0.6674999999999999,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
135,0.0025000000000000577,0.5730434256606176,0.05854184271186437,0.09750000000000006,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
137,0.8624999999999999,0.2431471856793945,0.5144412081355931,0.24249999999999988,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
138,0.5875,0.32550238661266,0.5998543430508475,0.29750000000000004,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
140,0.057499999999999996,0.6599451474145804,0.1975100637288135,0.5475000000000001,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
141,0.36750000000000005,0.31013061998480196,0.355139300338983,0.8174999999999999,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
142,0.7775,0.2735461085664755,0.6809867579661018,0.4774999999999999,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
143,0.6124999999999999,0.19584730024609764,0.670839513220339,0.8075000000000001,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
144,0.07750000000000001,0.2013227834363969,0.17214459796610165,0.15750000000000014,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
145,0.3225,0.3195398843178401,0.4135344284745762,0.017499999999999873,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
146,0.5125000000000001,0.43476156438160707,0.47585010576271186,0.9975,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
147,0.6525,0.03563825391513699,0.4531509532203389,0.24750000000000005,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
148,0.2875,0.21872702612260264,0.22865201220338977,0.8875,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
149,0.8875000000000001,0.2573510444625706,0.8583342155932202,0.37250000000000005,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
150,0.6275000000000001,0.3984968699818971,0.37770709694915244,0.8625,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
152,0.7474999999999999,0.12164221792306602,0.6875238345762712,0.7924999999999999,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
153,0.47250000000000003,0.17704306592581748,0.5141106996610169,0.6275,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
154,0.37750000000000006,0.2601812305811762,0.25562658847457626,0.2625,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
155,0.9375000000000001,0.19555874390275071,0.7545206562711865,0.5674999999999999,0.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
157,0.9225,0.26862535642328794,0.8675513776271186,0.8975000000000001,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
159,0.7125,0.32437404680735366,0.5653204447457627,0.6775,1.0,0.7272727272727273,0.12083333333333333,0.09854212500000001,0.43650555555555554
160,0.8475,0.21929554096166318,0.7557600637288135,0.23250000000000012,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
161,0.6475000000000001,0.34268506333702825,0.42137658847457615,0.7475,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
162,0.05249999999999999,0.24343987804339587,0.0672251064406779,0.5325000000000001,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
163,0.6625,0.09353291173716123,0.6618246820338982,0.9524999999999999,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
165,0.08250000000000002,0.7411144068210179,0.19599629288135592,0.45249999999999996,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
166,0.6075,0.3841933783698994,0.5913924786440679,0.35750000000000015,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
167,0.7875,0.20999015446752048,0.5967981993220338,0.5174999999999998,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
168,0.04749999999999999,0.7982696477248169,0.1372378183050847,0.9674999999999999,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
169,0.13250000000000006,0.6732966945298466,0.13028019118644066,0.12250000000000007,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
170,0.49250000000000005,0.11282185035682996,0.4122897247457627,0.7024999999999999,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
171,0.1825,0.32541555062895494,0.1266647240677966,0.5725,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
172,0.4125,0.32117462521815315,0.2891075213559322,0.17749999999999994,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
173,0.9575000000000001,0.06578769093482248,0.8758787077966101,0.6125,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
174,0.09250000000000003,0.5102203094462919,0.14686387661016947,0.8325000000000001,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
175,0.7025,0.03220515150458848,0.6129401477966101,0.027499999999999938,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
177,0.7675,0.3307693886135105,0.623047140338983,0.9174999999999999,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
178,0.27749999999999997,0.5902152489908602,0.2321043430508474,0.3825000000000001,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
179,0.24750000000000005,0.6001221792306601,0.3542081572881356,0.7125,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
180,0.5275,0.35053109173005015,0.40536917423728813,0.9075000000000001,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
181,0.23250000000000004,0.3533392566410344,0.26015307254237285,0.20249999999999993,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
182,0.8225000000000001,0.27558288006283743,0.6732706562711863,0.0875,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
183,0.8275,0.08815677110130436,0.5680111227118644,0.7225,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
184,0.007500000000000062,0.669646888921423,0.024913665084745736,0.42749999999999994,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
185,0.3025,0.19686639314737736,0.3417844284745762,0.2725000000000001,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
186,0.7575,0.07608993774357044,0.7798236230508475,0.25249999999999995,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
187,0.022500000000000075,0.3080179156296405,0.15459692745762707,0.3875,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
188,0.8775000000000001,0.03462197565980429,0.5346371823728813,0.19249999999999987,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
189,0.5175,0.4656791360787513,0.43413082576271184,0.3125,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
190,0.9075000000000001,0.32008886448827256,0.815254767457627,0.5924999999999999,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
191,0.4325,0.2600479827661933,0.270349046779661,0.7875,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
192,0.1875,0.5307717591914798,0.25488082576271187,0.8674999999999998,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
193,0.7425,0.2667304480185537,0.5181149369491524,0.05750000000000013,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
194,0.9275000000000001,0.04148009304768346,0.6074931145762712,0.9825000000000002,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
195,0.6375000000000001,0.42252855964323977,0.5787473518644067,0.1375,0.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
196,0.38250000000000006,0.4503815494158957,0.32120180067796605,0.6075000000000002,1.0,0.36363636363636365,0.35259259259259257,0.005643000000000029,0.9371937037037037
